Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Potato,Loamy,20.08,223.65,58.25,446.16,Maize
Tomato,Loamy,36.89,249.6,52.45,469.11,Tomato
Potato,Clayey,37.56,320.65,101.38,424.05,Potato
Chilli,Clayey,22.02,368.77,93.26,469.94,Chilli
Chilli,Sandy,20.2,175.52,71.96,356.84,Maize
Chilli,Loamy,36.01,298.47,66.74,314.57,Tomato
Potato,Clayey,32.81,209.74,85.72,308.99,Corn
Chilli,Saline,31.12,344.23,50.77,303.64,Rice
Maize,Loamy,30.66,216.34,85.46,633.22,Tomato
Bell Pepper,Saline,35.48,331.88,83.06,512.96,Rice
Rice,Clayey,25.87,328.52,74.32,582.79,Potato
Tomato,Sandy,27.78,393.96,67.88,535.34,Maize
Peach,Clayey,21.56,273.61,65.47,589.94,Peach
Potato,Clayey,31.32,189.92,70.64,457.63,Potato
Potato,Saline,39.22,348.27,76.96,324.38,Rice
Bell Pepper,Clayey,25.68,336.82,87.08,368.51,Corn
Corn,Sandy,38.58,362.73,111.52,550.02,Soybean
Soybean,Saline,34.58,289.65,51.33,351.9,Rice
Tomato,Saline,24.68,314.75,55.04,456.96,Rice
Corn,Sandy,33.26,390.84,110.97,397.77,Soybean
Soybean,Saline,27.32,154.02,93.96,403.35,Chilli
Peach,Sandy,22.45,316.98,52.04,655.21,Maize
Potato,Saline,21.85,265.1,101.43,694.38,Rice
Chilli,Clayey,20.34,252.78,99.83,385.55,Tomato
Bell Pepper,Clayey,35.96,224.68,79.05,424.23,Potato
Tomato,Loamy,37.7,331.48,108.17,467.72,Tomato
Bell Pepper,Saline,29.65,178.78,77.74,410.06,Chilli
Rice,Sandy,30.4,207.31,59.8,544.24,Maize
Peach,Sandy,33.83,230.31,66.56,547.09,Maize
Rice,Saline,34.02,200.66,66.09,589.2,Chilli
Soybean,Clayey,26.48,186.47,105.6,302.96,Corn
Soybean,Sandy,23.18,271.37,51.01,440.88,Maize
Maize,Loamy,28.61,179.56,103.45,310.57,Bell Pepper
Soybean,Sandy,33.94,226.71,103.11,524.3,Soybean
Corn,Sandy,36.08,376.85,114.32,379.16,Soybean
Corn,Sandy,21.78,286.58,119.41,618.0,Soybean
Chilli,Loamy,31.77,279.84,86.36,480.27,Tomato
Potato,Loamy,21.08,352.7,93.88,383.57,Rice
Bell Pepper,Sandy,36.5,322.74,80.89,323.0,Soybean
Potato,Loamy,33.34,240.9,62.62,454.67,Tomato
Potato,Clayey,33.93,183.61,79.81,446.87,Potato
Corn,Sandy,35.23,338.11,61.93,513.1,Maize
Bell Pepper,Loamy,29.91,177.71,96.18,391.74,Chilli
Chilli,Loamy,25.98,226.39,114.22,431.52,Maize
Peach,Loamy,35.71,344.38,70.75,487.54,Tomato
Maize,Clayey,35.55,326.18,78.43,412.59,Potato
Corn,Loamy,22.7,361.29,70.71,579.13,Maize
Rice,Saline,38.06,301.22,64.45,531.88,Rice
Maize,Saline,24.42,306.37,66.49,676.35,Rice
Peach,Clayey,26.13,274.15,106.16,394.22,Corn
Soybean,Clayey,24.32,226.23,119.94,520.47,Chilli
Potato,Loamy,39.31,271.79,71.17,588.41,Tomato
Tomato,Clayey,25.99,179.75,69.43,491.31,Potato
Chilli,Loamy,39.43,398.51,103.89,681.05,Tomato
Potato,Loamy,32.76,235.75,93.17,470.04,Tomato
Soybean,Loamy,23.53,364.15,112.79,392.63,Bell Pepper
Peach,Saline,31.08,377.72,111.94,489.53,Rice
Rice,Saline,37.65,156.77,95.4,485.84,Chilli
Chilli,Sandy,31.23,299.14,50.34,633.72,Maize
Chilli,Clayey,22.65,363.48,79.61,622.63,Tomato
Peach,Saline,25.74,259.36,104.56,569.82,Rice
Maize,Clayey,24.5,165.18,63.03,388.28,Maize
Potato,Loamy,22.52,245.73,79.58,667.31,Maize
Maize,Clayey,26.55,218.88,94.06,330.95,Corn
Corn,Loamy,33.22,371.79,59.7,439.38,Tomato
Peach,Clayey,27.65,316.53,87.54,485.84,Potato
Corn,Saline,28.88,215.07,58.52,492.62,Chilli
Rice,Clayey,26.41,351.32,112.73,696.48,Potato
Maize,Loamy,39.89,277.18,88.2,592.86,Tomato
Tomato,Saline,31.72,368.86,59.1,607.35,Rice
Peach,Loamy,36.68,350.31,102.64,506.98,Tomato
Peach,Loamy,28.83,316.31,93.41,461.37,Rice
Chilli,Saline,23.37,178.83,92.79,689.35,Chilli
Soybean,Clayey,36.94,300.64,112.41,310.96,Corn
Rice,Sandy,35.27,304.09,89.08,536.32,Soybean
Maize,Sandy,26.6,353.95,118.37,363.7,Soybean
Peach,Clayey,32.13,195.98,68.81,391.84,Corn
Peach,Clayey,21.87,302.48,86.02,667.62,Tomato
Tomato,Saline,20.53,356.95,100.95,689.33,Rice
Potato,Loamy,36.32,154.48,81.91,680.47,Bell Pepper
Maize,Saline,38.84,303.18,115.87,328.45,Rice
Chilli,Saline,26.88,353.69,74.57,647.29,Rice
Tomato,Loamy,31.95,262.69,88.25,577.33,Tomato
Chilli,Loamy,34.35,197.78,58.66,378.17,Bell Pepper
Bell Pepper,Clayey,34.92,345.99,84.97,344.05,Corn
Maize,Loamy,29.62,172.46,61.81,328.71,Corn
Peach,Loamy,32.27,283.36,101.18,670.59,Tomato
Bell Pepper,Clayey,33.14,151.58,104.63,307.38,Corn
Chilli,Saline,22.07,267.9,74.87,487.92,Rice
Chilli,Sandy,32.9,374.2,67.31,583.12,Maize
Maize,Loamy,30.22,382.56,57.62,662.18,Tomato
Soybean,Saline,27.57,190.79,78.23,517.26,Chilli
Potato,Saline,25.23,305.02,69.9,597.74,Rice
Peach,Sandy,32.76,163.87,71.45,374.19,Maize
Bell Pepper,Loamy,23.34,320.14,119.06,639.73,Peach
Rice,Saline,36.22,341.71,81.56,512.24,Rice
Soybean,Saline,23.44,264.51,77.58,502.6,Rice
Peach,Loamy,35.43,256.35,60.4,661.71,Tomato
Rice,Loamy,36.35,287.34,50.47,340.65,Tomato
Potato,Saline,38.79,223.31,114.43,604.83,Chilli
Rice,Clayey,29.27,270.29,58.95,699.44,Potato
Rice,Clayey,21.27,367.64,115.49,536.74,Soybean
Soybean,Saline,33.55,177.86,90.54,624.09,Chilli
Corn,Loamy,25.65,287.51,69.69,488.53,Soybean
Soybean,Loamy,21.85,229.28,55.03,441.76,Maize
Bell Pepper,Clayey,37.12,340.24,86.29,594.81,Potato
Corn,Clayey,22.79,234.17,115.88,432.62,Potato
Potato,Sandy,30.13,348.94,95.79,597.14,Soybean
Soybean,Clayey,35.77,249.2,55.55,317.26,Corn
Corn,Loamy,23.98,304.69,117.28,348.05,Corn
Chilli,Clayey,37.93,325.06,66.08,619.88,Potato
Soybean,Saline,26.63,230.25,78.11,476.89,Chilli
Corn,Sandy,27.93,254.83,89.09,413.6,Soybean
Maize,Sandy,22.63,360.77,54.02,558.12,Maize
Bell Pepper,Loamy,32.89,260.46,103.32,495.11,Tomato
Peach,Saline,29.91,267.1,65.33,685.21,Rice
Rice,Clayey,39.48,296.08,119.39,637.6,Potato
Corn,Sandy,33.97,345.39,59.23,698.12,Maize
Peach,Sandy,35.18,167.62,88.93,565.48,Soybean
Soybean,Saline,23.98,299.59,107.97,597.21,Rice
Peach,Sandy,34.26,366.19,78.01,662.65,Maize
Chilli,Saline,31.15,234.28,105.45,685.64,Chilli
Tomato,Loamy,28.08,321.01,102.01,343.8,Soybean
Tomato,Sandy,35.65,214.42,106.37,693.61,Soybean
Bell Pepper,Clayey,39.57,177.09,99.31,450.71,Potato
Corn,Saline,21.9,193.05,95.72,646.16,Chilli
Chilli,Loamy,35.78,330.46,84.24,373.32,Tomato
Rice,Clayey,38.39,297.6,64.51,603.36,Potato
Potato,Saline,26.3,198.73,74.18,369.33,Chilli
Bell Pepper,Clayey,27.26,158.88,67.07,430.57,Potato
Tomato,Sandy,35.9,356.91,101.05,635.23,Soybean
Maize,Loamy,39.07,325.21,84.08,427.82,Tomato
Potato,Saline,38.78,262.86,75.32,616.28,Rice
Potato,Saline,21.11,201.55,100.99,560.15,Chilli
Maize,Loamy,37.43,391.4,93.58,412.59,Tomato
Soybean,Clayey,31.73,244.37,87.09,503.13,Potato
Peach,Loamy,28.42,381.7,51.21,337.84,Peach
Bell Pepper,Loamy,36.91,205.57,113.0,692.74,Tomato
Chilli,Loamy,36.01,371.24,96.43,595.46,Tomato
Potato,Loamy,30.19,285.9,75.07,515.26,Tomato
Peach,Sandy,28.21,385.94,119.25,643.54,Soybean
Tomato,Saline,29.45,180.97,74.62,551.8,Chilli
Chilli,Clayey,26.37,397.73,96.96,421.54,Potato
Bell Pepper,Clayey,33.61,200.68,56.97,611.61,Potato
Rice,Loamy,37.84,173.34,108.38,592.01,Bell Pepper
Potato,Loamy,25.01,291.16,99.85,350.73,Bell Pepper
Tomato,Clayey,36.51,320.11,63.85,395.41,Corn
Bell Pepper,Clayey,27.21,244.75,97.01,568.42,Potato
Corn,Sandy,22.64,324.46,60.37,655.69,Maize
Tomato,Loamy,20.81,386.51,119.83,442.46,Bell Pepper
Chilli,Clayey,29.59,349.07,55.19,333.12,Corn
Corn,Saline,31.37,371.56,83.87,362.14,Rice
Tomato,Sandy,20.12,374.47,116.35,480.79,Soybean
Rice,Sandy,33.05,224.79,95.72,368.07,Soybean
Peach,Loamy,30.37,326.78,73.1,532.91,Tomato
Rice,Sandy,39.95,336.83,95.13,429.88,Soybean
Rice,Sandy,22.09,180.4,101.27,318.76,Soybean
Maize,Saline,34.1,271.11,83.88,411.84,Rice
Tomato,Sandy,24.34,314.0,72.07,485.07,Maize
Peach,Saline,24.13,222.62,119.0,391.69,Chilli
Soybean,Sandy,20.37,309.72,83.09,411.26,Soybean
Maize,Sandy,20.13,163.05,63.04,618.36,Maize
Maize,Loamy,23.73,297.63,101.85,544.19,Chilli
Rice,Loamy,23.51,175.27,72.34,482.26,Peach
Potato,Loamy,20.01,320.58,63.7,405.59,Corn
Potato,Loamy,34.34,314.14,91.74,313.01,Tomato
Corn,Clayey,30.07,305.79,67.07,372.6,Corn
Soybean,Loamy,27.92,214.3,79.91,344.19,Potato
Peach,Loamy,22.08,317.19,93.32,412.73,Peach
Maize,Loamy,26.68,253.64,93.88,301.41,Peach
Tomato,Sandy,29.41,284.04,69.94,602.9,Maize
Rice,Sandy,39.96,321.03,88.73,473.5,Soybean
Chilli,Sandy,30.21,242.55,69.63,505.82,Maize
Tomato,Loamy,20.39,398.69,97.63,579.52,Rice
Tomato,Saline,24.15,165.61,81.22,432.91,Chilli
Maize,Clayey,27.09,332.51,58.51,395.47,Corn
Peach,Saline,29.12,210.09,67.02,456.22,Chilli
Rice,Saline,33.49,395.46,107.86,497.97,Rice
Rice,Saline,31.81,282.66,85.49,452.95,Rice
Peach,Saline,30.19,346.23,56.82,688.87,Rice
Potato,Clayey,36.76,200.72,71.09,635.94,Potato
Bell Pepper,Saline,23.92,370.09,87.7,556.11,Rice
Corn,Loamy,21.56,391.11,99.54,301.63,Chilli
Corn,Saline,36.76,284.74,77.92,594.77,Rice
Potato,Clayey,29.24,362.76,100.95,514.83,Potato
Maize,Clayey,31.07,317.43,89.12,626.34,Potato
Maize,Saline,36.75,211.01,106.34,364.49,Chilli
Soybean,Loamy,38.92,379.59,101.02,696.91,Tomato
Corn,Saline,31.04,344.82,82.77,387.99,Rice
Corn,Sandy,36.25,372.82,96.75,477.67,Soybean
Maize,Clayey,30.9,240.71,110.3,676.87,Potato
Tomato,Saline,20.67,263.41,119.7,343.38,Rice
Corn,Sandy,39.12,222.1,51.0,630.27,Maize
Peach,Loamy,36.36,233.95,61.73,424.63,Tomato
Chilli,Sandy,35.07,215.24,109.28,691.69,Soybean
Peach,Clayey,28.84,331.81,68.77,641.53,Potato
Tomato,Sandy,38.85,244.73,66.7,419.61,Maize
Soybean,Sandy,29.8,332.91,80.18,320.55,Soybean
Maize,Sandy,34.42,318.61,114.79,607.56,Soybean
Soybean,Loamy,22.01,288.79,62.75,667.51,Bell Pepper
Soybean,Loamy,24.38,317.94,69.0,562.42,Rice
Maize,Loamy,28.48,288.4,108.58,620.61,Tomato
Rice,Loamy,31.63,329.88,105.07,365.23,Tomato
Chilli,Saline,36.11,231.62,94.32,338.29,Chilli
Corn,Sandy,24.82,345.33,102.77,668.04,Soybean
Soybean,Clayey,35.49,224.63,69.35,424.38,Potato
Peach,Sandy,37.8,394.76,96.24,445.16,Soybean
Rice,Saline,36.37,246.56,90.24,493.64,Chilli
Rice,Sandy,32.45,153.25,107.15,482.95,Soybean
Tomato,Sandy,36.2,266.37,51.36,480.67,Maize
Soybean,Clayey,37.55,388.95,52.4,490.39,Potato
Soybean,Clayey,31.1,308.42,86.86,434.9,Potato
Bell Pepper,Clayey,36.2,175.55,107.64,609.76,Potato
Tomato,Sandy,28.42,177.0,88.82,667.02,Soybean
Rice,Saline,30.45,262.24,75.24,494.39,Rice
Rice,Loamy,21.05,206.38,98.55,455.66,Potato
Bell Pepper,Loamy,37.67,301.15,93.51,646.13,Tomato
Corn,Sandy,22.81,383.49,52.31,353.81,Maize
Potato,Loamy,25.52,391.5,67.7,315.07,Potato
Peach,Loamy,26.35,380.3,59.9,471.25,Rice
Potato,Sandy,22.32,224.04,104.9,513.29,Soybean
Soybean,Sandy,38.44,394.16,81.45,485.48,Soybean
Maize,Saline,39.4,227.0,53.07,368.04,Chilli
Tomato,Loamy,37.3,306.51,103.9,673.3,Tomato
Soybean,Sandy,26.93,372.64,101.73,666.65,Soybean
Corn,Loamy,21.1,314.68,78.23,505.47,Rice
Potato,Clayey,23.66,399.14,50.05,397.54,Bell Pepper
Soybean,Clayey,35.44,237.32,53.54,520.61,Potato
Peach,Saline,25.72,179.86,68.19,635.6,Chilli
Rice,Sandy,37.85,205.08,115.93,332.29,Soybean
Chilli,Loamy,36.7,196.03,51.15,673.86,Bell Pepper
Soybean,Clayey,24.74,375.9,79.37,673.17,Soybean
Corn,Sandy,33.87,266.46,57.62,364.7,Maize
Tomato,Clayey,28.85,278.94,90.89,637.63,Potato
Maize,Clayey,24.3,193.24,108.13,410.29,Rice
Peach,Sandy,31.8,203.57,62.64,679.42,Maize
Bell Pepper,Clayey,36.75,349.9,76.61,622.02,Potato
Corn,Sandy,38.54,320.72,72.11,547.14,Maize
Potato,Saline,21.17,232.32,73.14,379.02,Chilli
Potato,Sandy,28.37,348.87,100.73,552.78,Soybean
Rice,Clayey,32.09,163.43,57.5,362.44,Corn
Potato,Clayey,26.76,167.67,86.39,446.12,Potato
Tomato,Loamy,26.35,172.13,57.96,338.97,Bell Pepper
Potato,Saline,35.44,325.87,110.39,412.08,Rice
Peach,Clayey,35.65,298.97,90.05,362.05,Corn
Peach,Saline,34.58,365.44,91.21,508.62,Rice
Chilli,Loamy,37.97,392.15,107.64,568.27,Tomato
Potato,Saline,29.89,235.25,71.36,367.38,Chilli
Tomato,Sandy,35.76,307.19,113.15,554.69,Soybean
Tomato,Saline,20.22,367.61,60.36,550.1,Rice
Soybean,Clayey,39.75,208.3,105.7,319.03,Corn
Maize,Clayey,38.38,173.9,76.23,570.55,Potato
Corn,Sandy,36.83,395.71,56.8,426.16,Maize
Bell Pepper,Clayey,31.76,374.87,90.67,305.76,Corn
Rice,Loamy,30.88,302.51,98.62,492.51,Tomato
Rice,Clayey,23.0,152.57,107.18,445.15,Corn
Soybean,Loamy,21.08,206.55,54.83,616.03,Corn
Maize,Saline,25.12,323.92,50.61,526.58,Rice
Tomato,Saline,23.02,240.0,61.48,378.45,Chilli
Chilli,Clayey,31.22,292.22,76.02,569.64,Potato
Tomato,Clayey,26.65,163.9,85.72,605.49,Potato
Potato,Sandy,27.76,287.16,50.24,563.56,Maize
Bell Pepper,Saline,20.53,185.89,66.82,423.58,Chilli
Maize,Loamy,30.97,176.37,71.61,376.38,Bell Pepper
Maize,Sandy,33.12,272.32,72.29,554.43,Maize
Soybean,Sandy,26.69,278.29,83.52,561.39,Soybean
Bell Pepper,Saline,22.63,375.21,56.71,378.8,Rice
Potato,Sandy,34.07,397.15,103.54,577.75,Soybean
Potato,Loamy,22.58,177.17,77.65,628.08,Soybean
Chilli,Sandy,36.34,228.93,70.66,425.78,Maize
Corn,Loamy,30.92,333.96,53.62,677.04,Tomato
Tomato,Loamy,24.75,314.39,82.75,669.02,Soybean
Bell Pepper,Clayey,37.97,170.22,114.68,606.86,Potato
Potato,Saline,22.84,164.7,76.46,476.88,Chilli
Potato,Saline,32.02,253.69,107.25,556.09,Rice
Corn,Saline,32.35,274.2,77.12,571.15,Rice
Maize,Saline,20.75,293.07,113.7,322.55,Rice
Potato,Loamy,32.19,309.64,71.01,442.59,Tomato
Chilli,Saline,33.88,270.47,68.9,379.21,Rice
Potato,Saline,38.2,329.51,106.38,489.4,Rice
Potato,Loamy,34.18,179.29,86.14,619.47,Bell Pepper
Corn,Clayey,29.69,335.47,102.73,367.87,Corn
Chilli,Saline,37.07,304.81,115.3,332.78,Rice
Peach,Sandy,27.08,152.32,62.46,697.65,Maize
Rice,Clayey,37.11,267.9,74.52,648.16,Potato
Corn,Clayey,36.88,237.89,69.85,509.62,Potato
Maize,Clayey,32.07,213.38,74.27,525.49,Potato
Maize,Saline,26.89,163.78,58.26,576.13,Chilli
Bell Pepper,Loamy,31.82,394.33,67.7,415.66,Tomato
Corn,Saline,38.12,219.94,80.55,554.59,Chilli
Soybean,Saline,32.73,264.55,58.35,625.12,Rice
Corn,Clayey,36.8,173.55,112.3,494.2,Potato
Peach,Loamy,26.89,349.22,108.43,522.0,Corn
Potato,Saline,25.85,155.93,85.81,431.1,Chilli
Corn,Saline,25.12,297.5,54.17,674.68,Rice
Soybean,Saline,29.83,219.15,63.72,443.02,Chilli
Soybean,Saline,28.64,236.34,107.22,535.53,Chilli
Maize,Loamy,37.08,281.24,98.83,484.51,Tomato
Peach,Loamy,22.25,267.22,107.84,313.32,Chilli
Potato,Loamy,31.08,252.71,53.16,315.74,Tomato
Soybean,Sandy,28.07,306.61,71.07,689.01,Maize
Peach,Loamy,38.75,287.1,67.41,574.09,Tomato
Chilli,Loamy,35.77,232.77,96.78,629.15,Tomato
Chilli,Clayey,28.67,197.14,62.11,617.68,Potato
Chilli,Saline,32.81,189.01,54.61,311.32,Chilli
Potato,Saline,34.91,159.17,103.41,395.71,Chilli
Rice,Clayey,21.42,261.26,91.02,585.77,Peach
Rice,Loamy,33.47,193.69,77.65,627.37,Bell Pepper
Peach,Saline,22.79,370.55,80.52,613.53,Rice
Chilli,Sandy,23.78,255.63,81.37,447.76,Soybean
Maize,Sandy,29.22,306.63,77.99,587.67,Maize
Potato,Clayey,39.59,227.94,65.39,479.12,Potato
Rice,Sandy,39.04,214.83,111.09,667.01,Soybean
Corn,Clayey,38.05,354.06,54.42,544.86,Potato
Bell Pepper,Sandy,20.69,242.33,80.3,430.71,Soybean
Tomato,Sandy,37.06,173.84,80.59,342.54,Soybean
Rice,Sandy,35.52,230.87,67.46,552.79,Maize
Chilli,Clayey,29.98,179.75,105.32,573.74,Potato
Tomato,Saline,26.51,265.82,80.95,664.62,Rice
Maize,Clayey,35.11,223.16,66.57,443.14,Potato
Corn,Loamy,22.14,355.08,95.78,571.39,Tomato
Peach,Loamy,33.01,166.34,61.03,307.59,Bell Pepper
Tomato,Sandy,33.44,396.12,72.26,340.59,Maize
Maize,Sandy,31.07,348.88,118.2,353.55,Soybean
Rice,Saline,37.56,316.61,111.79,455.62,Rice
Soybean,Saline,26.6,163.26,96.99,641.6,Chilli
Peach,Saline,29.56,394.96,67.77,376.38,Rice
Potato,Sandy,35.17,340.25,97.65,434.97,Soybean
Bell Pepper,Clayey,34.33,262.88,75.95,633.39,Potato
Rice,Sandy,31.25,357.19,63.01,602.81,Maize
Rice,Loamy,25.44,234.6,67.16,622.15,Potato
Chilli,Sandy,25.89,252.11,67.64,673.04,Maize
Rice,Saline,34.82,317.96,68.19,519.03,Rice
Tomato,Loamy,20.11,380.56,65.04,442.85,Tomato
Tomato,Sandy,33.05,379.86,114.56,484.31,Soybean
Corn,Saline,24.97,209.04,85.17,682.48,Chilli
Corn,Sandy,33.46,310.5,69.93,420.62,Maize
Peach,Sandy,23.74,371.09,101.16,595.94,Soybean
Rice,Saline,27.53,175.95,119.9,507.11,Chilli
Corn,Loamy,35.08,196.44,50.8,369.97,Bell Pepper
Chilli,Loamy,35.1,346.56,97.46,617.22,Tomato
Maize,Clayey,24.19,290.57,94.1,586.82,Chilli
Corn,Loamy,27.53,164.11,92.53,643.14,Tomato
Rice,Sandy,30.05,283.64,70.59,620.05,Maize
Tomato,Saline,31.75,380.37,65.76,633.32,Rice
Bell Pepper,Loamy,34.85,195.73,83.56,429.6,Bell Pepper
Soybean,Sandy,20.47,167.11,109.17,386.93,Soybean
Potato,Sandy,22.31,386.61,91.27,335.09,Soybean
Corn,Loamy,23.15,244.96,54.92,493.23,Soybean
Potato,Saline,23.81,344.08,98.77,444.37,Rice
Soybean,Saline,20.61,301.6,101.82,545.2,Rice
Peach,Clayey,38.41,196.82,84.69,311.2,Corn
Tomato,Saline,23.24,200.42,112.84,441.76,Chilli
Tomato,Saline,21.47,335.67,63.98,437.6,Rice
Soybean,Loamy,29.43,308.62,102.74,650.04,Potato
Rice,Loamy,38.82,153.73,76.99,452.28,Bell Pepper
Potato,Sandy,39.29,273.81,92.55,308.86,Soybean
Potato,Loamy,33.53,379.7,70.88,397.85,Tomato
Soybean,Clayey,23.57,283.12,89.16,367.5,Peach
Potato,Sandy,20.08,156.99,65.71,579.99,Maize
Rice,Saline,26.7,272.33,63.99,471.28,Rice
Tomato,Loamy,22.51,161.31,77.56,353.85,Peach
Peach,Clayey,35.1,263.2,83.56,403.07,Potato
Chilli,Sandy,39.38,334.31,104.39,313.52,Soybean
Tomato,Clayey,21.67,182.75,116.1,398.06,Soybean
Maize,Clayey,27.94,235.25,52.38,301.11,Corn
Maize,Saline,38.05,199.75,83.17,520.07,Chilli
Tomato,Sandy,34.57,248.39,68.71,661.81,Maize
Rice,Loamy,37.4,187.39,81.54,301.22,Bell Pepper
Chilli,Saline,38.46,217.97,75.52,589.94,Chilli
Peach,Clayey,28.25,183.63,72.69,490.52,Potato
Potato,Sandy,33.87,253.11,108.7,548.16,Soybean
Maize,Saline,34.19,267.89,113.45,599.62,Rice
Maize,Loamy,32.62,296.76,113.6,438.38,Tomato
Maize,Clayey,26.52,339.14,75.07,457.17,Potato
Rice,Sandy,36.64,175.98,65.13,523.62,Maize
Tomato,Saline,35.38,367.31,107.26,410.09,Rice
Chilli,Saline,28.9,324.92,100.23,404.48,Rice
Tomato,Clayey,28.42,176.99,107.68,455.36,Potato
Maize,Saline,20.22,244.88,117.18,354.63,Chilli
Soybean,Loamy,36.87,244.53,54.61,455.88,Tomato
Rice,Loamy,25.68,326.03,78.3,608.09,Soybean
Peach,Loamy,29.42,187.45,115.08,324.61,Chilli
Potato,Sandy,28.23,165.37,110.09,652.45,Soybean
Bell Pepper,Saline,33.56,156.26,59.4,526.37,Chilli
Chilli,Loamy,27.8,366.86,90.23,586.06,Peach
Peach,Loamy,23.59,304.7,119.49,482.43,Rice
Bell Pepper,Sandy,37.37,155.15,93.65,646.42,Soybean
Peach,Saline,23.67,384.26,62.29,532.66,Rice
Tomato,Loamy,20.57,177.1,94.05,595.75,Potato
Tomato,Loamy,23.92,337.17,107.92,628.36,Tomato
Maize,Loamy,29.1,363.67,51.48,461.22,Chilli
Corn,Sandy,28.46,312.44,91.26,646.27,Soybean
Potato,Saline,35.93,167.73,59.88,514.0,Chilli
Rice,Loamy,23.9,291.69,69.56,414.58,Corn
Rice,Clayey,35.51,263.22,108.39,442.41,Potato
Maize,Sandy,21.93,339.75,94.65,633.89,Soybean
Tomato,Clayey,29.47,217.19,99.08,455.48,Potato
Maize,Saline,37.31,323.86,57.21,505.63,Rice
Soybean,Sandy,28.26,200.65,69.56,393.89,Maize
Chilli,Sandy,39.27,327.18,57.92,597.75,Maize
Tomato,Sandy,32.62,215.59,89.08,527.16,Soybean
Corn,Saline,35.13,396.74,61.3,435.39,Rice
Soybean,Clayey,30.2,381.46,51.94,662.68,Potato
Soybean,Loamy,28.6,276.92,87.68,395.58,Chilli
Tomato,Saline,21.69,325.4,98.25,691.75,Rice
Bell Pepper,Loamy,22.4,353.7,73.62,615.86,Corn
Chilli,Loamy,31.43,320.71,119.28,638.08,Tomato
Chilli,Loamy,32.27,353.4,76.18,558.03,Tomato
Tomato,Sandy,39.7,227.15,99.91,690.24,Soybean
Potato,Sandy,37.15,180.37,84.62,423.64,Soybean
Potato,Clayey,36.89,180.89,103.67,400.55,Potato
Corn,Saline,25.73,311.06,113.56,644.71,Rice
Potato,Loamy,28.24,267.43,107.33,645.0,Rice
Peach,Saline,22.04,354.68,99.01,564.86,Rice
Peach,Saline,31.63,164.65,98.97,493.85,Chilli
Rice,Saline,21.39,286.36,94.25,466.77,Rice
Peach,Sandy,28.94,189.7,100.69,304.77,Soybean
Bell Pepper,Loamy,31.32,326.14,116.12,587.45,Tomato
Bell Pepper,Loamy,24.56,231.06,76.76,698.66,Chilli
Bell Pepper,Saline,35.51,209.52,68.75,596.35,Chilli
Peach,Clayey,33.5,152.02,56.19,405.3,Potato
Corn,Sandy,22.96,277.93,109.68,455.87,Soybean
Tomato,Saline,39.67,300.75,59.86,520.94,Rice
Maize,Saline,30.84,324.56,64.52,528.15,Rice
Rice,Loamy,20.53,396.76,115.51,447.18,Potato
Chilli,Clayey,27.0,291.38,112.75,471.91,Potato
Soybean,Saline,39.59,313.07,117.86,569.41,Rice
Chilli,Clayey,38.05,298.03,68.92,377.3,Corn
Rice,Loamy,23.02,322.08,87.6,684.46,Bell Pepper
Chilli,Loamy,37.1,380.45,72.99,392.38,Tomato
Chilli,Saline,32.37,391.48,105.78,610.51,Rice
Chilli,Clayey,20.43,295.31,70.53,484.45,Potato
Peach,Saline,35.15,297.12,118.68,428.81,Rice
Maize,Saline,28.26,357.43,62.9,540.47,Rice
Potato,Saline,27.92,153.95,118.77,474.02,Chilli
Maize,Saline,27.66,198.22,79.93,526.87,Chilli
Chilli,Clayey,31.93,193.8,64.6,330.22,Corn
Maize,Saline,34.28,168.05,83.6,393.27,Chilli
Rice,Loamy,32.95,239.95,112.98,659.38,Tomato
Tomato,Loamy,24.84,338.01,90.76,318.47,Maize
Potato,Clayey,34.14,298.86,79.62,463.62,Potato
Tomato,Saline,22.71,216.9,65.92,540.45,Chilli
Soybean,Saline,39.43,372.93,80.76,465.9,Rice
Maize,Sandy,29.47,228.1,74.5,377.28,Maize
Tomato,Saline,21.83,280.82,79.25,453.35,Rice
Corn,Clayey,31.53,160.77,68.08,320.16,Corn
Corn,Clayey,31.54,360.23,96.81,426.4,Potato
Tomato,Sandy,20.78,394.33,106.83,454.72,Soybean
Chilli,Loamy,20.22,372.8,52.7,585.95,Chilli
Potato,Clayey,39.92,252.15,89.52,621.25,Potato
Bell Pepper,Saline,27.8,189.23,83.16,546.86,Chilli
Rice,Saline,24.91,225.66,60.17,475.96,Chilli
Chilli,Loamy,30.95,379.06,66.3,335.28,Tomato
Potato,Sandy,20.17,393.49,73.18,415.42,Maize
Tomato,Clayey,20.26,164.97,87.35,371.52,Rice
Chilli,Saline,22.26,183.08,61.76,652.14,Chilli
Chilli,Loamy,36.05,355.27,112.43,689.76,Tomato
Tomato,Loamy,24.96,192.96,79.65,466.43,Maize
Tomato,Loamy,30.07,246.71,107.64,374.78,Tomato
Maize,Saline,24.47,159.12,82.55,337.67,Chilli
Maize,Loamy,30.9,201.87,117.2,495.4,Tomato
Rice,Loamy,30.18,194.27,108.53,354.04,Bell Pepper
Corn,Loamy,28.01,354.09,113.38,311.06,Tomato
Peach,Clayey,28.66,164.94,68.63,671.08,Potato
